"X","time","Flow_intake","Flow_TSG","Conductivity_S_m","Fluorescence","FluorescenceUV","O2Concentration_ml_L","pH","salinity_PSU","Temperature_TSG_ITS_90","latitude","longitude"
1,"2024-10-03 15:00:00",999,0.1,0.020501,0.14051500447654,0.342130008953081,6.40605604972684,5.627,0.1106,19.6442217447793,44.6752998484334,63.6081625302001
2,"2024-10-03 16:00:00",999,0.1,0.020699,0.14279813347871,0.3419,6.41271904777955,5.62278627327171,0.111,19.92419,44.6753008333333,63.6081608333333
3,"2024-10-03 17:00:00",999,0.1,0.020699,0.1343,0.325985264229121,6.3721576737253,5.62,0.1109,19.9799700957116,44.6753023333333,63.6081616666667
4,"2024-10-03 18:00:00",999,0.1,0.020798,0.1343,0.33342418483883,6.28965952332135,5.621,0.111,20.1578693698739,44.675302,63.6081603533333
5,"2024-10-03 19:00:00",999,0.1,0.020798,0.1343,0.350341648477255,6.25526679961829,5.6182322464009,0.1107,20.3071771594241,44.6753046666667,63.6081661666667
6,"2024-10-03 20:00:00",999,0.1,0.020897,0.1343,0.333482851528933,6.24045494872033,5.613,0.1108,20.4779,44.6753035,63.608161095
7,"2024-10-03 21:00:00",999,0.1,0.020897,0.1343,0.3053,6.23870338745718,5.609,0.1105,20.63858,44.6753018333333,63.608163
8,"2024-10-03 22:00:00",999,0.1,0.020897,0.138090077895484,0.322119844209033,6.26062193663858,5.605,0.1104,20.67396,44.6753015,63.6081661666667
9,"2024-10-03 23:00:00",999,0.1,0.020897,0.1343,0.3053,6.30536045170134,5.608,0.1108,20.47921,44.6753016666667,63.6081661666667
10,"2024-10-04",999,0.1,0.020798,0.1343,0.32583914784365,6.32904779307598,5.608,0.1105,20.3769183596711,44.6753003333333,63.6081631666667
11,"2024-10-04 01:00:00",999,0.1,0.020699,0.1343,0.3014223727426,6.34741405046766,5.612,0.1102,20.297964372889,44.6753001666667,63.6081636666667
12,"2024-10-04 02:00:00",999,0.1,0.020699,0.1343,0.30975980379553,6.38572173652023,5.612,0.1104,20.20687,44.6753005,63.6081638333333
13,"2024-10-04 03:00:00",999,0.1,0.0206,0.1343,0.293,6.37882871680867,5.611,0.11,20.1635654636013,44.6752996666667,63.6081626666667
14,"2024-10-04 04:00:00",999,0.1,0.0206,0.1343,0.3297,6.39618234567959,5.611,0.1101,20.0896639447874,44.6752986666667,63.6081608333333
15,"2024-10-04 05:00:00",999,0.1,0.020501,0.1343,0.29696876718966,6.39495331321713,5.6126133199958,0.1095,20.13037,44.6753003333333,63.6081655
16,"2024-10-04 06:00:00",999,0.1,0.020501,0.1343,0.309627451094972,6.38392667907339,5.612,0.1093,20.21279,44.675299855,63.6081655
17,"2024-10-04 07:00:00",999,0.1,0.020501,0.1343,0.313236063265579,6.38666524079966,5.612,0.1092,20.27209,44.675302,63.6081678333333
18,"2024-10-04 08:00:00",999,0.1,0.020501,0.14253451068772,0.321769021375441,6.37750908239229,5.612,0.1091,20.32276,44.6753001666667,63.6081665
19,"2024-10-04 09:00:00",999,0.1,0.020501,0.1343,0.325724172305015,6.38343838589566,5.608,0.109,20.35699,44.6753018333333,63.6081678333333
